Loan_SubType,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Loan_SubType_Cat,Loan_Type_Cat,Loan_Status_Cat,Borrower_Type_Cat
Auto Refinance,Refinance,31226.58,311.2,311.2,APPROVED,P,TX,678.0,CAR,39475.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,2.0,660.87,26.435,534.3,54,4.5,0,5,0,0
Auto Refinance,Refinance,45.0,48912.57,48912.57,APPROVED,P,TX,668.0,CAR,56575.0,0,2 YR USED,1.tov-Vehicle T3,66,5.0,1.0,32.58,900.35,192,16.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,35.0,4681.17,4359.17,APPROVED,P,TX,643.0,CAR,35640.0,0,72 MO NEW,1.tov-Vehicle T3,72,5.0,1.0,23.734,734.25,31,2.58,2,1,0,0
Auto Refinance,Refinance,235.0,22822.36,22822.36,APPROVED,P,TX,733.0,CAR,24125.0,0,3 YR USED,1.tov-Vehicle T2,66,932.5,466.17,49.991,408.17,12,1.0,0,5,0,0
Auto Refinance,Refinance,24867.55,24895.55,0.0,APPROVED,P,TX,656.0,CAR,29125.0,0,3 YR USED,1.tov-Vehicle T3,66,5.0,2.0,45.125,0.0,185,15.42,0,5,0,0
Auto Refinance,Refinance,1697.79,1725.79,0.0,APPROVED,P,TX,656.0,CAR,25150.0,0,5 YR USED,1.tov-Vehicle T3,48,5.0,1.0,31.204,0.0,186,15.5,0,5,0,0
Auto Refinance,Refinance,5369.35,53443.27,53443.27,APPROVED,P,TX,755.0,CAR,46650.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,4.0,1.0,29.643,856.71,12,1.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,3.0,38523.87,38523.87,APPROVED,P,TX,732.0,CAR,34550.0,0,2 YR USED,1.tov-Vehicle T2,66,10.0,929.61,9.2,680.61,36,3.0,2,1,0,0
Used Vehicle Loan,Refinance,1.0,6.0,6.0,APPROVED,P,TX,690.0,CAR,10625.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,490.41,14.146,236.41,60,5.0,5,5,0,0
Auto Refinance,Refinance,24256.18,26478.86,26478.86,APPROVED,P,TX,762.0,CAR,40175.0,0,3 YR USED,1.tov-Vehicle T1,66,8.0,3.0,40.865,464.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,1536.0,1544.62,1544.62,APPROVED,P,TX,732.0,CAR,27025.0,0,2 YR USED,1.tov-Vehicle T2,66,1.0,337.79,28.953,273.24,36,3.0,0,5,0,0
Auto Refinance,Refinance,196.0,1949.16,1949.16,APPROVED,P,TX,666.0,CAR,25275.0,0,4 YR USED,1.tov-Vehicle T3,54,11.0,3.0,27.469,431.47,13,1.08,0,5,0,0
Auto Refinance,Refinance,25.0,29193.61,29193.61,APPROVED,P,TX,663.0,CAR,33800.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,2.0,48.645,537.56,192,16.0,0,5,0,0
Used Vehicle Loan,Refinance,22848.14,22848.14,22848.14,APPROVED,P,TX,671.0,CAR,26025.0,0,3 YR USED,1.tov-Vehicle T3,66,5.0,1.0,25.512,414.64,76,6.33,5,5,0,0
Used Vehicle Loan,Dealer Purchase,1.0,17269.79,0.0,APPROVED,P,TX,621.0,CAR,24725.0,0,6-10 YR USED,1.tov-Vehicle T3,36,4.0,2.0,48.327,0.0,240,20.0,5,1,0,0
Used Vehicle Loan,Purchase-Other,2.0,32714.72,32714.72,APPROVED,P,TX,712.0,CAR,30000.0,0,4 YR USED,1.tov-Vehicle T2,54,6.0,1.0,30.073,702.38,61,5.08,5,4,0,0
Used Vehicle Loan,Purchase-Other,3.0,319.79,319.79,APPROVED,P,TX,625.0,CAR,39650.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,724.49,9.409,666.49,192,16.0,5,4,0,0
New Vehicle Loan,Dealer Purchase,96.0,85.0,85.0,APPROVED,P,TX,683.0,CAR,72665.0,0,72 MO NEW,1.tov-Vehicle T3,72,8.0,3.0,48.186,1457.44,12,1.0,2,1,0,0
Auto Refinance,Refinance,3877.33,395.33,395.33,APPROVED,P,TX,732.0,CAR,29665.0,0,72 MO NEW,1.tov-Vehicle T2,72,6.0,611.07,9.621,504.07,12,1.0,0,5,0,0
Auto Refinance,Refinance,25.0,2656.2,2656.2,APPROVED,P,TX,625.0,CAR,34975.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,621.28,17.751,491.28,54,4.5,0,5,0,0
Auto Refinance,Refinance,9.0,823.99,823.99,APPROVED,P,TX,757.0,CAR,11625.0,0,6-10 YR USED,1.tov-Vehicle T2,36,2.0,455.12,15.709,267.93,72,6.0,0,5,0,0
Auto Refinance,Refinance,11618.4,11622.4,11622.4,APPROVED,P,AZ,689.0,CAR,31200.0,0,5 YR USED,1.tov-Vehicle T4,48,1.0,637.12,32.775,305.98,48,4.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,35.0,33788.53,33788.53,APPROVED,P,TX,639.0,CAR,31975.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,5.0,2.0,37.947,578.77,25,2.08,2,1,0,0
Used Vehicle Loan,Purchase-Other,15.0,11175.0,14825.0,DECLINED,P,AZ,782.0,CAR,11175.0,0,6-10 YR USED,1.tov-Vehicle T1,36,3.0,1.0,44.505,474.12,30,2.5,5,4,1,0
Auto Refinance,Refinance,654.31,6532.31,6532.31,APPROVED,P,TX,748.0,CAR,15675.0,0,5 YR USED,1.tov-Vehicle T2,48,1.0,264.91,13.777,205.69,48,4.0,0,5,0,0
Auto Refinance,Refinance,3131.48,3164.48,3164.48,APPROVED,P,TX,732.0,CAR,6640.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,24,3.0,363.88,10.596,124.86,92,7.67,0,5,0,0
Auto Refinance,Refinance,12635.99,1385.52,1385.52,APPROVED,P,AZ,663.0,CAR,16775.0,0,6-10 YR USED,1.tov-Vehicle T3,36,4.0,840.59,20.883,339.4,17,1.42,0,5,0,0
Used Vehicle Loan,Refinance,114.0,12142.9,12142.9,APPROVED,P,AZ,707.0,CAR,20500.0,0,3 YR USED,1.tov-Vehicle T2,48,5.0,1.0,30.756,236.02,94,7.83,5,5,0,0
Auto Refinance,Refinance,22.0,221.28,221.28,APPROVED,P,TX,648.0,CAR,31425.0,0,6-10 YR USED,1.tov-Vehicle T3,36,6.0,2.0,34.817,718.39,180,15.0,0,5,0,0
Auto Refinance,Refinance,21.0,2413.79,2413.79,APPROVED,P,TX,711.0,CAR,35675.0,0,4 YR USED,1.tov-Vehicle T2,54,2.0,838.23,28.739,440.77,24,2.0,0,5,0,0
Used Vehicle Loan,Private Party Purchase,6.0,6.0,6.0,APPROVED,P,TX,639.0,CAR,7570.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4.0,1.0,28.933,237.4,72,6.0,5,3,0,0
Auto Refinance,Refinance,1658.5,1694.0,0.0,DECLINED,P,TX,805.0,CAR,17625.0,0,4 YR USED,1.tov-Vehicle T1,54,2.0,560.73,24.921,0.0,24,2.0,0,5,1,0
Auto Refinance,Refinance,26.0,23325.0,0.0,DECLINED,P,TX,671.0,CAR,23325.0,0,6-10 YR USED,1.tov-Vehicle T3,36,4.0,1.0,30.083,0.0,30,2.5,0,5,1,0
Auto Refinance,Refinance,2795.46,27937.7,27937.7,APPROVED,P,TX,654.0,CAR,43625.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,1.0,17.405,514.45,0,0.0,0,5,0,0
Other Secured Loan,Refinance,5.0,431.0,431.0,APPROVED,P,TX,843.0,CAR,1810.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,5.0,2.0,33.904,175.37,12,1.0,3,5,0,0
Used Vehicle Loan,Refinance,15.0,6.0,0.0,APPROVED,P,NM,761.0,CAR,8975.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,1.0,30.685,0.0,15,1.25,5,5,0,0
Auto Refinance,Refinance,11561.55,11566.55,0.0,APPROVED,P,NM,648.0,CAR,18625.0,0,6-10 YR USED,1.tov-Vehicle T3,36,15.0,2.0,14.878,0.0,60,5.0,0,5,0,0
Auto Refinance,Refinance,46434.22,41792.22,0.0,DECLINED,P,TX,685.0,CAR,35720.0,0,72 MO NEW,1.tov-Vehicle T3,72,5.0,1.0,27.546,0.0,145,12.08,0,5,1,0
Auto Refinance,Refinance,27.0,282.63,282.63,APPROVED,P,TX,672.0,CAR,25750.0,0,6-10 YR USED,1.tov-Vehicle T3,36,1.0,664.81,40.086,665.64,170,14.17,0,5,0,0
Auto Refinance,Refinance,22178.48,22261.62,22261.62,APPROVED,P,TX,664.0,CAR,37400.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,525.77,11.604,412.23,24,2.0,0,5,0,0
Auto Refinance,Refinance,321.0,3243.43,3243.43,APPROVED,P,TX,647.0,CAR,29340.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,538.7,12.546,539.12,240,20.0,0,5,0,0
New Vehicle Loan,Purchase-Other,3.0,18.0,0.0,APPROVED,P,TX,625.0,CAR,1810.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,18,3.0,139.33,4.516,0.0,170,14.17,2,4,0,0
Auto Refinance,Refinance,7562.3,64.0,64.0,APPROVED,P,TX,696.0,CAR,54750.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,10.0,4.0,41.955,1095.89,12,1.0,0,5,0,0
Auto Refinance,Refinance,21.0,21284.32,21284.32,APPROVED,P,TX,766.0,CAR,22900.0,0,4 YR USED,1.tov-Vehicle T1,54,2.0,449.26,20.709,449.79,48,4.0,0,5,0,0
Auto Refinance,Refinance,16954.5,16982.5,0.0,DECLINED,P,TX,667.0,CAR,25350.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,544.07,22.512,0.0,13,1.08,0,5,1,0
Auto Refinance,Refinance,22484.5,16375.0,0.0,DECLINED,P,AZ,666.0,CAR,16375.0,0,5 YR USED,1.tov-Vehicle T3,48,2.0,1.0,41.676,0.0,114,9.5,0,5,1,0
Auto Refinance,Refinance,22.0,2125.0,2125.0,APPROVED,P,TX,662.0,CAR,21250.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,31.38,534.88,43,3.58,0,5,0,0
Auto Refinance,Refinance,6.0,656.8,656.8,APPROVED,P,TX,710.0,CAR,49640.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,3.0,1.0,39.711,992.13,27,2.25,0,5,0,0
Auto Refinance,Refinance,19333.62,19371.98,19371.98,APPROVED,P,TX,669.0,CAR,23325.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,1.0,27.536,356.41,42,3.5,0,5,0,0
New Vehicle Loan,Purchase-Other,5.0,59947.56,67219.68,APPROVED,P,TX,649.0,CAR,56575.0,0,3 YR USED,1.tov-Vehicle T3,66,8.0,4.0,45.247,1204.34,97,8.08,2,4,0,0
Auto Refinance,Refinance,21159.43,2621.3,0.0,APPROVED,P,CO,628.0,CAR,17625.0,0,3 YR USED,6.tov-Vehicle T3,66,2.0,586.82,22.063,0.0,13,1.08,0,5,0,0
Auto Refinance,Refinance,27248.47,27281.47,0.0,DECLINED,P,TX,789.0,CAR,37475.0,0,3 YR USED,1.tov-Vehicle T1,66,5.0,538.06,13.609,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,21.0,22359.79,22359.79,APPROVED,P,NM,693.0,CAR,26850.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,7.0,2.0,29.711,397.09,36,3.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,53.0,4557.51,4557.51,APPROVED,P,TX,670.0,CAR,37850.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,1.0,43.707,880.04,24,2.0,5,4,0,0
Auto Refinance,Refinance,25.0,85.0,85.0,APPROVED,P,TX,798.0,CAR,23875.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,8.0,3.0,36.452,338.16,14,1.17,0,5,0,0
Auto Refinance,Refinance,2919.0,28542.57,28542.57,APPROVED,P,TX,635.0,CAR,26000.0,0,3 YR USED,1.tov-Vehicle T3,66,2.0,723.41,24.696,517.87,26,2.17,0,5,0,0
New Vehicle Loan,Dealer Purchase,38.0,35.46,35.46,APPROVED,P,TX,831.0,CAR,27625.0,0,4 YR USED,1.tov-Vehicle T1,54,12.0,2.0,22.937,633.87,36,3.0,2,1,0,0
Auto Refinance,Refinance,46445.83,46153.23,46153.23,APPROVED,P,TX,799.0,CAR,36720.0,0,72 MO NEW,1.tov-Vehicle T1,72,5.0,2.0,40.289,736.61,24,2.0,0,5,0,0
Auto Refinance,Refinance,15644.84,15427.9,15427.9,APPROVED,P,TX,656.0,CAR,16375.0,0,5 YR USED,1.tov-Vehicle T3,48,2.0,1.0,49.006,378.68,36,3.0,0,5,0,0
Auto Refinance,Refinance,45.0,45478.69,45478.69,APPROVED,P,TX,714.0,CAR,39925.0,0,2 YR USED,1.tov-Vehicle T2,66,8.0,1.0,14.039,803.92,12,1.0,0,5,0,0
Auto Refinance,Refinance,15.0,15713.38,15713.38,APPROVED,P,TX,658.0,CAR,22850.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,831.86,24.956,514.68,243,20.25,0,5,0,0
Auto Refinance,Refinance,36.0,3563.45,3563.45,APPROVED,P,TX,714.0,CAR,38125.0,0,3 YR USED,1.tov-Vehicle T2,66,5.0,1.0,21.913,641.14,312,26.0,0,5,0,0
Auto Refinance,Refinance,25.0,3623.0,3623.0,APPROVED,P,TX,676.0,CAR,35990.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,2.0,1.0,46.866,602.74,12,1.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,12.0,19.0,0.0,DECLINED,P,TX,658.0,CAR,19175.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,18,2.0,713.52,38.168,0.0,73,6.08,5,1,1,0
Auto Refinance,Refinance,2486.38,2541.95,2541.95,APPROVED,P,TX,659.0,CAR,10950.0,0,6-10 YR USED,1.tov-Vehicle T3,24,2.0,997.43,46.035,119.59,48,4.0,0,5,0,0
Auto Refinance,Refinance,2695.0,24182.63,24182.63,APPROVED,P,TX,663.0,CAR,37225.0,0,3 YR USED,1.tov-Vehicle T3,66,8.0,1.0,23.928,441.2,43,3.58,0,5,0,0
Auto Refinance,Private Party Purchase,7.0,8631.91,8631.91,APPROVED,P,TX,720.0,CAR,21975.0,0,4 YR USED,1.tov-Vehicle T2,36,2.0,535.5,24.409,266.26,12,1.0,0,3,0,0
Auto Refinance,Refinance,45.0,44668.91,44668.91,APPROVED,P,TX,665.0,CAR,40800.0,0,72 MO NEW,1.tov-Vehicle T3,72,13.0,3.0,24.956,737.16,123,10.25,0,5,0,0
Auto Refinance,Refinance,84.0,8478.95,8478.95,APPROVED,P,TX,751.0,CAR,75545.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,9.0,3.0,30.884,1347.57,42,3.5,0,5,0,0
New Vehicle Loan,Dealer Purchase,15.0,22254.63,22254.63,DECLINED,P,TX,697.0,CAR,22425.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,400.71,12.006,401.16,24,2.0,2,1,1,0
Auto Refinance,Refinance,36351.0,4217.5,4217.5,APPROVED,P,TX,742.0,CAR,36785.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,2.0,705.86,25.838,659.27,78,6.5,0,5,0,0
Auto Refinance,Refinance,33.0,32585.18,32585.18,APPROVED,P,TX,656.0,CAR,30210.0,0,72 MO NEW,1.tov-Vehicle T3,72,3.0,1.0,36.296,539.76,24,2.0,0,5,0,0
New Vehicle Loan,Refinance,44.0,44898.31,44898.31,APPROVED,P,TX,705.0,CAR,51500.0,0,2 YR USED,1.tov-Vehicle T2,66,4.0,1.0,40.919,793.66,12,1.0,2,5,0,0
Auto Refinance,Refinance,1216.0,12469.21,12469.21,APPROVED,P,NM,675.0,CAR,18750.0,0,5 YR USED,1.tov-Vehicle T3,48,3.0,947.31,29.83,307.92,72,6.0,0,5,0,0
Auto Refinance,Refinance,29.0,27773.26,27773.26,APPROVED,P,TX,656.0,CAR,36150.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,1.0,547.44,36.287,464.44,24,2.0,0,5,0,0
Auto Refinance,Refinance,14898.19,14657.92,14657.92,APPROVED,P,TX,724.0,CAR,23100.0,0,3 YR USED,1.tov-Vehicle T2,44,3.0,373.34,11.27,373.34,36,3.0,0,5,0,0
Auto Refinance,Refinance,22939.97,22967.97,0.0,APPROVED,P,TX,655.0,CAR,39350.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,693.66,9.408,0.0,167,13.92,0,5,0,0
Auto Refinance,Refinance,634.39,3334.89,0.0,APPROVED,P,TX,806.0,CAR,14600.0,0,6-10 YR USED,1.tov-Vehicle T3,24,10.0,2.0,27.302,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,18448.4,18481.4,0.0,DECLINED,P,TX,723.0,CAR,32800.0,0,5 YR USED,1.tov-Vehicle T2,48,6.0,1.0,22.768,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,3.0,3572.7,3572.7,APPROVED,P,TX,677.0,CAR,27450.0,0,2 YR USED,1.tov-Vehicle T3,66,8.0,2.0,25.957,550.53,30,2.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,4.0,36388.1,36388.1,APPROVED,P,TX,690.0,CAR,40450.0,0,2 YR USED,1.tov-Vehicle T4,66,5.0,2.0,45.53,696.05,12,1.0,5,4,0,0
Auto Refinance,Refinance,168.34,1641.34,0.0,DECLINED,P,TX,636.0,CAR,23125.0,0,3 YR USED,1.tov-Vehicle T3,66,1.0,377.37,27.365,0.0,14,1.17,0,5,1,0
Auto Refinance,Refinance,12.0,12573.67,12573.67,APPROVED,P,TX,643.0,CAR,13475.0,0,6-10 YR USED,1.tov-Vehicle T3,36,2.0,1.0,48.747,410.74,108,9.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,38.0,4481.75,4481.75,APPROVED,P,TX,711.0,CAR,35375.0,0,3 YR USED,1.tov-Vehicle T2,66,6.0,2.0,42.376,723.99,60,5.0,5,4,0,0
Auto Refinance,Refinance,3338.0,33385.23,33385.23,APPROVED,P,NM,626.0,CAR,33375.0,0,1 yr USED/Refi 72 mo,1.tov-Vehicle T3,72,5.0,1.0,30.026,555.03,48,4.0,0,5,0,0
Auto Refinance,Refinance,6175.44,628.44,0.0,DECLINED,P,TX,730.0,CAR,9150.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,1.0,243.05,23.427,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,5376.66,549.66,0.0,DECLINED,P,TX,681.0,CAR,22600.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,8.0,2.0,29.331,0.0,38,3.17,0,5,1,0
Auto Refinance,Refinance,2946.0,2976.7,2976.7,APPROVED,P,TX,661.0,CAR,29700.0,0,4 YR USED,1.tov-Vehicle T3,54,8.0,2.0,30.491,631.82,25,2.08,0,5,0,0
Used Vehicle Loan,Dealer Purchase,3.0,342.66,342.66,APPROVED,P,TX,0.0,CAR,26840.0,0,72 MO NEW,1.tov-Vehicle T1,72,5.0,998.23,18.429,479.62,72,6.0,5,1,0,0
Used Vehicle Loan,Purchase-Other,34525.0,35145.17,0.0,APPROVED,P,TX,635.0,CAR,34525.0,0,3 YR USED,1.tov-Vehicle T3,66,2.0,987.1,36.761,0.0,120,10.0,5,4,0,0
Auto Refinance,Refinance,3.0,32652.63,32652.63,APPROVED,P,TX,659.0,CAR,35375.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,1.0,27.078,543.3,60,5.0,0,5,0,0
Auto Refinance,Refinance,34574.91,3462.91,0.0,DECLINED,P,TX,633.0,CAR,31475.0,0,4 YR USED,1.tov-Vehicle T3,54,3.0,932.64,28.919,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,39.0,3881.45,3881.45,APPROVED,P,TX,639.0,CAR,33660.0,0,72 MO NEW,1.tov-Vehicle T3,72,1.0,676.01,35.393,646.43,12,1.0,0,5,0,0
Auto Refinance,Refinance,42.47,42.47,0.0,APPROVED,P,TX,677.0,CAR,42950.0,0,4 YR USED,1.tov-Vehicle T3,54,9.0,2.0,27.251,0.0,12,1.0,0,5,0,0
Used Motorcycle Loan,Purchase-Other,9.0,6.0,6.0,APPROVED,P,TX,640.0,CAR,34825.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,7.0,1.0,14.962,237.4,198,16.5,4,4,0,0
Auto Refinance,Refinance,2893.38,2139.13,2139.13,APPROVED,P,TX,660.0,CAR,40325.0,0,5 YR USED,1.tov-Vehicle T3,48,5.0,1.0,29.041,519.12,26,2.17,0,5,0,0
Used Vehicle Loan,Dealer Purchase,55138.0,58876.93,58876.93,APPROVED,P,TX,693.0,CAR,57675.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,13.0,3.0,27.034,979.23,24,2.0,5,1,0,0
Auto Refinance,Refinance,11523.24,11556.24,0.0,DECLINED,P,TX,653.0,CAR,18800.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,675.92,23.438,0.0,12,1.0,0,5,1,0
New Vehicle Loan,Dealer Purchase,6.0,6.0,6.0,DECLINED,P,TX,0.0,CAR,56245.0,0,72 MO NEW,1.tov-Vehicle T2,72,4.0,2.0,49.223,984.8,72,6.0,2,1,1,0
Auto Refinance,Refinance,1483.56,14134.2,14134.2,APPROVED,P,TX,622.0,CAR,22050.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,1.0,29.134,306.87,185,15.42,0,5,0,0
Auto Refinance,Refinance,26197.2,25873.41,0.0,APPROVED,P,TX,817.0,CAR,39225.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,61,1.0,481.71,30.719,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,64348.0,63858.38,63858.38,APPROVED,P,TX,719.0,CAR,62350.0,0,3 YR USED,1.tov-Vehicle T2,60,7.0,2.0,30.8,1239.31,24,2.0,0,5,0,0
Other Secured Loan,Bills,8.0,3528.0,3528.0,APPROVED,P,TX,831.0,CAR,14325.0,0,6-10 YR USED,1.tov-Vehicle T1,36,2.0,173.83,8.085,113.63,12,1.0,3,0,0,0
Auto Refinance,Refinance,2196.58,22.58,0.0,APPROVED,P,AZ,638.0,CAR,21150.0,0,3 YR USED,1.tov-Vehicle T3,60,6.0,2.0,40.166,0.0,42,3.5,0,5,0,0
Auto Refinance,Refinance,33348.84,32581.55,0.0,APPROVED,P,AZ,638.0,CAR,38150.0,0,3 YR USED,1.tov-Vehicle T3,66,6.0,2.0,42.104,0.0,42,3.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,2265.11,23691.93,23691.93,APPROVED,P,TX,693.0,CAR,31325.0,0,6-10 YR USED,1.tov-Vehicle T3,36,4.0,1.0,24.338,772.4,31,2.58,5,4,0,0
Auto Refinance,Private Party Purchase,5.0,17.1,17.1,APPROVED,P,TX,795.0,CAR,17000.0,0,4 YR USED,1.tov-Vehicle T1,54,4.0,1.0,27.754,213.09,85,7.08,0,3,0,0
Auto Refinance,Refinance,25877.51,25976.87,25976.87,APPROVED,P,TX,677.0,CAR,37450.0,0,4 YR USED,1.tov-Vehicle T3,54,8.0,2.0,26.151,566.52,42,3.5,0,5,0,0
Auto Refinance,Refinance,96.0,9327.69,9327.69,APPROVED,P,TX,707.0,CAR,14925.0,0,6-10 YR USED,1.tov-Vehicle T2,24,2.0,1.0,35.185,434.32,43,3.58,0,5,0,0
Auto Refinance,Refinance,16462.99,16579.52,16579.52,APPROVED,P,TX,662.0,CAR,36800.0,0,3 YR USED,1.tov-Vehicle T3,60,2.0,926.63,44.478,326.12,48,4.0,0,5,0,0
Auto Refinance,Lease Buyout,1.0,15547.9,0.0,APPROVED,P,TX,636.0,CAR,24275.0,0,3 YR USED,1.tov-Vehicle T3,66,2.0,1.0,47.242,0.0,168,14.0,0,2,0,0
Auto Refinance,Refinance,248.0,24797.99,24797.99,APPROVED,P,TX,647.0,CAR,24250.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,935.1,29.507,444.55,14,1.17,0,5,0,0
Auto Refinance,Refinance,58.0,58362.68,58362.68,APPROVED,P,TX,777.0,CAR,72575.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,7.0,3.0,46.094,935.53,18,1.5,0,5,0,0
Auto Refinance,Refinance,21573.0,21252.69,21252.69,APPROVED,P,NM,686.0,CAR,26150.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,3.0,642.01,19.104,377.46,31,2.58,0,5,0,0
Used Vehicle Loan,Private Party Purchase,14.0,15199.62,15199.62,APPROVED,P,TX,700.0,CAR,22650.0,0,4 yr USED,1.tov-Vehicle T2,54,3.0,1.0,34.979,326.87,180,15.0,5,3,0,0
Auto Refinance,Refinance,36617.13,36883.61,36883.61,APPROVED,P,TX,635.0,CAR,36750.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3.0,952.18,24.311,613.6,72,6.0,0,5,0,0
Auto Refinance,Refinance,8515.18,8.0,8.0,APPROVED,P,TX,704.0,CAR,20200.0,0,4 YR USED,1.tov-Vehicle T2,54,3.0,1.0,49.93,172.29,15,1.25,0,5,0,0
Auto Refinance,Refinance,25.0,26682.76,26682.76,APPROVED,P,TX,749.0,CAR,37395.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,1.0,437.13,37.724,437.54,12,1.0,0,5,0,0
Auto Refinance,Refinance,3127.8,3133.8,3133.8,APPROVED,P,TX,739.0,CAR,32325.0,0,4 YR USED,1.tov-Vehicle T2,54,2.0,911.04,38.617,672.58,15,1.25,0,5,0,0
Auto Refinance,Refinance,29975.59,33.59,33.59,APPROVED,P,TX,640.0,CAR,38775.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,6.0,1.0,25.394,532.69,73,6.08,0,5,0,0
Used Vehicle Loan,Dealer Purchase,62.0,613.0,61912.5,APPROVED,P,TX,849.0,CAR,47625.0,0,2 YR USED,1.tov-Vehicle T1,66,7.0,1.0,14.196,1077.51,240,20.0,5,1,0,0
Auto Refinance,Refinance,1.0,11723.74,11723.74,APPROVED,P,TX,692.0,CAR,24325.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,1.0,42.79,255.08,72,6.0,0,5,0,0
Auto Refinance,Refinance,38849.79,38882.79,0.0,APPROVED,P,TX,660.0,CAR,46350.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,5.0,2.0,47.997,0.0,120,10.0,0,5,0,0
Auto Refinance,Refinance,28143.85,28228.2,28228.2,APPROVED,P,TX,678.0,CAR,26375.0,0,3 YR USED,6.tov-Vehicle T3,66,4.0,1.0,24.813,511.63,36,3.0,0,5,0,0
Auto Refinance,Refinance,32.0,29649.54,0.0,DECLINED,P,TX,806.0,CAR,29650.0,0,5 YR USED,1.tov-Vehicle T1,48,3.0,1.0,37.653,0.0,360,30.0,0,5,1,0
Used Vehicle Loan,Dealer Purchase,5548.4,3275.0,0.0,APPROVED,P,TX,620.0,CAR,3275.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,18,2.0,701.58,30.844,0.0,504,42.0,5,1,0,0
